Max,Time,Integral,Time Of Threshold,INTNS
[56.15919912],1662555582.8499603,[5504.08985472],528,[5504.08985472]
[37.48016115],1662555582.875035,[5157.24575754],504,[5157.24575754]
[59.57758515],1662555582.8923328,[6242.0949823],656,[6242.0949823]
[124.40483457],1662555582.8965101,[9900.37846417],832,[9900.37846417]
[42.48565499],1662555582.9045625,[5582.95690392],576,[5582.95690392]
[46.88072274],1662555582.923474,[5316.07862288],464,[5316.07862288]
[150.6531559],1662555582.9364974,[11154.07154194],968,[11154.07154194]
[40.28812111],1662555582.9677591,[5051.51996093],480,[5051.51996093]
[40.28812111],1662555582.9677591,[5051.51996093],480,[5051.51996093]
[43.70650714],1662555582.9732723,[5197.77804908],448,[5197.77804908]
[49.93285313],1662555582.9820096,[5426.93199853],488,[5426.93199853]
[125.62568673],1662555582.9923832,[9933.70772799],928,[9933.70772799]
[89.36637773],1662555583.0011678,[7818.5813698],720,[7818.5813698]
[47.49114882],1662555583.0096505,[5140.88633866],464,[5140.88633866]
[51.64204615],1662555583.0243647,[5675.49749725],552,[5675.49749725]
[54.4500061],1662555583.0561557,[5818.09302893],512,[5818.09302893]
[56.7696252],1662555583.10223,[6132.82871444],576,[6132.82871444]
[56.40336955],1662555583.1179295,[6204.73690636],608,[6204.73690636]
[298.98669271],1662555583.127176,[19994.01782444],1320,[19994.01782444]
[387.74264437],1662555583.1369176,[25414.60139177],1440,[25414.60139177]
[52.37455744],1662555583.1703393,[5400.31742156],520,[5400.31742156]
[44.9273593],1662555583.1812203,[5219.63130265],488,[5219.63130265]
[55.06043218],1662555583.1952856,[5727.50579905],576,[5727.50579905]
[67.0247833],1662555583.2169423,[6768.40434623],640,[6768.40434623]
[82.7737761],1662555583.2229288,[7339.76315468],712,[7339.76315468]
[138.44463435],1662555583.2271993,[10716.64021487],992,[10716.64021487]
[128.43364669],1662555583.2372756,[10092.66267855],896,[10092.66267855]
[45.04944451],1662555583.2438462,[5310.58478818],512,[5310.58478818]
[51.64204615],1662555583.255063,[5818.70345501],544,[5818.70345501]
[75.81491881],1662555583.2730403,[6896.59382249],648,[6896.59382249]
[46.75863753],1662555583.2843442,[5555.48773044],560,[5555.48773044]
[51.64204615],1662555583.2921486,[5596.02002198],536,[5596.02002198]
[58.96715908],1662555583.3140805,[6459.16249542],680,[6459.16249542]
[54.08375046],1662555583.3310134,[6136.85752655],616,[6136.85752655]
[57.99047735],1662555583.3352208,[5973.75167867],584,[5973.75167867]
[46.88072274],1662555583.3429458,[5704.79794897],592,[5704.79794897]
[83.26211696],1662555583.3468502,[7189.35416921],704,[7189.35416921]
[85.09339519],1662555583.356723,[8083.99462825],840,[8083.99462825]
[224.02637041],1662555583.3690746,[15397.99780247],1184,[15397.99780247]
[86.07007691],1662555583.375724,[7842.75424246],792,[7842.75424246]
[41.99731413],1662555583.3897057,[5378.21999756],568,[5378.21999756]
[44.68318887],1662555583.4101808,[5077.64619705],416,[5077.64619705]
[365.64522036],1662555583.4152455,[24492.36967403],1456,[24492.36967403]
[232.08399463],1662555583.4194555,[15164.8150409],1072,[15164.8150409]
[57.01379563],1662555583.423367,[6232.93859114],664,[6232.93859114]
[340.49566597],1662555583.4281356,[22330.4846783],1344,[22330.4846783]
[110.12086436],1662555583.448167,[8633.2560127],864,[8633.2560127]
[46.02612624],1662555583.4648097,[5466.36552313],496,[5466.36552313]
[102.79575143],1662555583.469919,[8272.00586009],768,[8272.00586009]
[68.12355024],1662555583.4751446,[7091.07557075],760,[7091.07557075]
[52.13038701],1662555583.4790316,[5964.10694665],624,[5964.10694665]
[260.04150897],1662555583.4835463,[17278.72054694],1248,[17278.72054694]
[42.11939934],1662555583.4883733,[5072.15236235],416,[5072.15236235]
[61.65303382],1662555583.49844,[6169.5763643],608,[6169.5763643]
[59.57758515],1662555583.5092251,[6836.52789647],776,[6836.52789647]
[42.97399585],1662555583.5293548,[5226.46807472],464,[5226.46807472]
[152.48443414],1662555583.5442777,[11255.40227078],904,[11255.40227078]
[124.40483457],1662555583.5522997,[9931.3881089],936,[9931.3881089]
[73.49529972],1662555583.5583825,[7486.14332804],784,[7486.14332804]
[91.80808204],1662555583.5739317,[8212.55036015],816,[8212.55036015]
[130.75326578],1662555583.5780268,[10040.77646197],904,[10040.77646197]
[41.63105848],1662555583.5915413,[5468.31888658],568,[5468.31888658]
[98.27859846],1662555583.6066256,[8678.79379807],848,[8678.79379807]
[120.86436333],1662555583.610568,[9424.12403858],904,[9424.12403858]
[108.65584178],1662555583.6475852,[9332.56012697],816,[9332.56012697]
[108.41167135],1662555583.6669455,[9017.45818581],864,[9017.45818581]
[222.31717739],1662555583.6922317,[15185.08118667],1152,[15185.08118667]
[46.5144671],1662555583.704573,[5495.17763399],528,[5495.17763399]
[62.75180076],1662555583.711337,[8572.09131974],704,[8572.09131974]
[62.75180076],1662555583.711337,[8572.09131974],704,[8572.09131974]
[82.0412648],1662555583.715373,[7491.75924795],760,[7491.75924795]
[93.76144549],1662555583.727053,[8228.66560859],816,[8228.66560859]
[69.10023196],1662555583.733038,[6812.84336467],648,[6812.84336467]
[97.42400195],1662555583.7419362,[8446.3435478],768,[8446.3435478]
[287.51068246],1662555583.7530696,[19317.42156025],1344,[19317.42156025]
[46.39238188],1662555583.7574108,[5200.09766817],448,[5200.09766817]
[65.92601636],1662555583.767915,[6698.81577341],680,[6698.81577341]
[40.89854719],1662555583.7726545,[5103.03992187],480,[5103.03992187]
[58.72298865],1662555583.7836797,[6410.32840923],624,[6410.32840923]
[64.33890856],1662555583.7873566,[6527.89647174],664,[6527.89647174]
[42.11939934],1662555583.790843,[5159.3212062],440,[5159.3212062]
[82.40752045],1662555583.7984798,[7266.26785496],664,[7266.26785496]
[222.19509217],1662555583.8035128,[15454.15700159],1112,[15454.15700159]
[68.6118911],1662555583.8161318,[6497.6193383],632,[6497.6193383]
[68.36772067],1662555583.8241403,[6679.52630936],648,[6679.52630936]
[47.49114882],1662555583.844463,[5472.34769869],480,[5472.34769869]
[120.13185203],1662555583.8632474,[8796.85020144],792,[8796.85020144]
[63.60639727],1662555583.8784728,[6333.41472348],608,[6333.41472348]
[68.73397632],1662555583.8832862,[6742.27811012],680,[6742.27811012]
[78.98913442],1662555583.8921056,[7345.13490416],728,[7345.13490416]
[52.98498352],1662555583.8996532,[5661.57978269],568,[5661.57978269]
[130.87535099],1662555583.9069602,[10288.85361983],928,[10288.85361983]
[111.70797216],1662555583.9180489,[9157.97826883],864,[9157.97826883]
[212.55036015],1662555583.9328368,[14522.03638139],1160,[14522.03638139]
[66.29227201],1662555583.937243,[6727.26162862],704,[6727.26162862]
[71.41985106],1662555583.9479296,[6622.14625809],648,[6622.14625809]
[44.07276279],1662555583.9733746,[5226.71224515],480,[5226.71224515]
[47.73531925],1662555583.9823747,[5554.87730436],512,[5554.87730436]
[148.45562202],1662555584.0197356,[11003.66255646],904,[11003.66255646]
[109.6325235],1662555584.0329843,[8674.52081553],664,[8674.52081553]
[52.61872787],1662555584.0460882,[5715.54144793],504,[5715.54144793]
[62.62971554],1662555584.0598724,[6479.18447076],664,[6479.18447076]
[52.13038701],1662555584.0839248,[5835.30704432],568,[5835.30704432]
[160.17580271],1662555584.0885217,[12168.23342693],1032,[12168.23342693]
[42.11939934],1662555584.1029909,[5373.21450372],544,[5373.21450372]
[57.86839214],1662555584.1220744,[6012.20852155],576,[6012.20852155]
[171.04138689],1662555584.1413076,[12128.79990233],1040,[12128.79990233]
[73.3732145],1662555584.1472352,[7059.21132951],752,[7059.21132951]
[92.78476377],1662555584.1541386,[7860.09034306],712,[7860.09034306]
[70.56525455],1662555584.1699386,[6624.09962154],640,[6624.09962154]
[56.15919912],1662555584.223133,[5859.23574655],576,[5859.23574655]
[142.59553168],1662555584.2412038,[10738.61555366],912,[10738.61555366]
[56.89171041],1662555584.2457516,[5947.01501648],584,[5947.01501648]
[78.98913442],1662555584.2531085,[7195.45842998],656,[7195.45842998]
[70.93151019],1662555584.265876,[6654.74301062],592,[6654.74301062]
[46.88072274],1662555584.2714965,[5440.60554267],528,[5440.60554267]
[54.69417654],1662555584.2795618,[5877.30435844],592,[5877.30435844]
[49.44451227],1662555584.3001976,[5733.85423025],560,[5733.85423025]
[41.26480283],1662555584.311319,[4901.72140154],408,[4901.72140154]
[68.24563545],1662555584.3152869,[6798.80356489],672,[6798.80356489]
[95.22646807],1662555584.3221056,[8038.33475766],776,[8038.33475766]
[111.58588695],1662555584.3368711,[9111.46380173],872,[9111.46380173]
[45.04944451],1662555584.3410978,[5575.50970577],576,[5575.50970577]
[121.84104505],1662555584.344744,[9923.69674032],904,[9923.69674032]
[53.5954096],1662555584.365327,[5828.22610182],568,[5828.22610182]
[58.72298865],1662555584.3759465,[5973.9958491],616,[5973.9958491]
[148.94396289],1662555584.4030383,[11411.30509095],1088,[11411.30509095]
[50.78744964],1662555584.4089105,[5924.06299597],592,[5924.06299597]
[65.07141985],1662555584.4386928,[6868.63630814],768,[6868.63630814]
[49.44451227],1662555584.4493794,[5590.28201685],576,[5590.28201685]
[41.63105848],1662555584.4551392,[5239.40910756],488,[5239.40910756]
[69.95482847],1662555584.464896,[6441.46013918],616,[6441.46013918]
[67.51312416],1662555584.4694135,[6599.19423758],640,[6599.19423758]
[67.63520938],1662555584.4810758,[6890.3674765],640,[6890.3674765]
[64.82724942],1662555584.509326,[6272.37211574],656,[6272.37211574]
[137.10169698],1662555584.5176148,[9958.85728238],872,[9958.85728238]
[126.11402759],1662555584.527531,[10049.93285313],952,[10049.93285313]
[62.99597119],1662555584.5330052,[6403.49163716],664,[6403.49163716]
[278.84263216],1662555584.538382,[18285.19106336],1248,[18285.19106336]
[47.24697839],1662555584.5494785,[5690.26980833],568,[5690.26980833]
[292.63826151],1662555584.5657167,[19782.3220608],1392,[19782.3220608]
[77.76828226],1662555584.5710487,[7042.11939934],664,[7042.11939934]
[43.58442193],1662555584.5786674,[5273.59296789],496,[5273.59296789]
[69.22231718],1662555584.586475,[6773.53192528],656,[6773.53192528]
[51.2757905],1662555584.5995505,[5801.2452692],600,[5801.2452692]
[1000.12208522],1662555584.6090143,[104531.5590282],3784,[104531.5590282]
[50.90953486],1662555584.6249912,[5805.76242217],536,[5805.76242217]
[40.41020632],1662555584.6288078,[4993.89573923],432,[4993.89573923]
[45.29361494],1662555584.639458,[5260.16359419],512,[5260.16359419]
[53.22915395],1662555584.6428154,[6024.66121353],640,[6024.66121353]
[42.97399585],1662555584.654102,[5080.82041265],472,[5080.82041265]
[83.14003174],1662555584.6662242,[7359.78513002],728,[7359.78513002]
[46.39238188],1662555584.7146313,[5820.41264803],616,[5820.41264803]
[285.43523379],1662555584.7287776,[18981.0767916],1264,[18981.0767916]
[60.31009645],1662555584.7328644,[6418.99645953],592,[6418.99645953]
[125.74777194],1662555584.7438536,[9706.50714198],856,[9706.50714198]
[125.74777194],1662555584.7438536,[9706.50714198],856,[9706.50714198]
[143.5722134],1662555584.7473087,[10974.97253083],928,[10974.97253083]
[73.73947015],1662555584.7573311,[6728.7266512],608,[6728.7266512]
[56.40336955],1662555584.7981493,[5801.85569528],488,[5801.85569528]
[114.88218777],1662555584.8403392,[8983.27432548],808,[8983.27432548]
[50.90953486],1662555584.9107604,[6059.45549994],656,[6059.45549994]
[59.21132951],1662555584.9173875,[6235.38029545],632,[6235.38029545]
[99.74362105],1662555584.9308739,[8255.40227078],808,[8255.40227078]
[122.2073007],1662555584.9561155,[9397.14320596],904,[9397.14320596]
[54.4500061],1662555584.9655738,[5780.85703821],544,[5780.85703821]
[57.86839214],1662555584.9766946,[5843.97509462],512,[5843.97509462]
[218.77670614],1662555584.981067,[15010.62141375],1200,[15010.62141375]
[65.07141985],1662555584.9888852,[6664.021487],656,[6664.021487]
[61.16469296],1662555585.004298,[6193.62715175],584,[6193.62715175]
[47.85740447],1662555585.0148635,[5639.72652912],504,[5639.72652912]
[866.56085948],1662555585.0260897,[68979.85593944],2904,[68979.85593944]
[92.66267855],1662555585.0365584,[8034.42803077],744,[8034.42803077]
[126.72445367],1662555585.043189,[9739.95849103],912,[9739.95849103]
[76.05908924],1662555585.0470052,[7263.33780979],728,[7263.33780979]
[100.23196191],1662555585.06515,[8858.13697961],856,[8858.13697961]
[46.5144671],1662555585.0814493,[5821.26724454],592,[5821.26724454]
[42.24148456],1662555585.0999825,[5241.24038579],512,[5241.24038579]
[65.07141985],1662555585.1080694,[6673.17787816],688,[6673.17787816]
[53.83958003],1662555585.1190412,[6156.02490538],656,[6156.02490538]
[49.20034184],1662555585.1280646,[5486.02124283],520,[5486.02124283]
[57.99047735],1662555585.1336749,[6436.9429862],712,[6436.9429862]
[81.06458308],1662555585.1461487,[7201.68477597],688,[7201.68477597]
[47.85740447],1662555585.1653812,[5393.60273471],496,[5393.60273471]
[138.44463435],1662555585.177721,[9668.53863997],784,[9668.53863997]
[66.65852765],1662555585.184279,[6591.99120986],688,[6591.99120986]
[68.6118911],1662555585.188878,[6359.29678916],600,[6359.29678916]
[87.16884385],1662555585.2061179,[8175.070199],816,[8175.070199]
[66.53644244],1662555585.213697,[6837.74874863],728,[6837.74874863]
[55.06043218],1662555585.2183979,[5900.25637895],576,[5900.25637895]
[77.89036748],1662555585.2330062,[7108.41167135],632,[7108.41167135]
[55.1825174],1662555585.2446299,[6203.88230985],688,[6203.88230985]
[67.14686851],1662555585.253686,[6443.90184349],616,[6443.90184349]
[62.99597119],1662555585.2657294,[6183.61616408],616,[6183.61616408]
[56.03711391],1662555585.275258,[6046.75863753],624,[6046.75863753]
[47.24697839],1662555585.2811606,[5498.22976438],536,[5498.22976438]
[52.00830179],1662555585.2924566,[5576.60847271],552,[5576.60847271]
[66.53644244],1662555585.3191235,[6953.36344769],736,[6953.36344769]
[66.53644244],1662555585.3191235,[6953.36344769],736,[6953.36344769]
[60.18801123],1662555585.3273263,[6105.96996704],592,[6105.96996704]
[47.24697839],1662555585.3630617,[5105.35954096],424,[5105.35954096]
[82.52960566],1662555585.3662972,[7411.18300574],744,[7411.18300574]
[65.80393114],1662555585.3720922,[6577.34098401],688,[6577.34098401]
[39.06726895],1662555585.390128,[4997.43621047],448,[4997.43621047]
[62.01928946],1662555585.4029102,[6291.29532414],632,[6291.29532414]
[62.01928946],1662555585.4029102,[6291.29532414],632,[6291.29532414]
[123.18398242],1662555585.4168777,[9818.33719936],976,[9818.33719936]
[48.34574533],1662555585.4225838,[5451.34904163],520,[5451.34904163]
[62.99597119],1662555585.4620225,[6801.12318398],712,[6801.12318398]
[249.1759248],1662555585.466074,[16466.73177878],1200,[16466.73177878]
[106.09205225],1662555585.472058,[8846.05054328],824,[8846.05054328]
[42.6077402],1662555585.4831395,[5157.97826883],480,[5157.97826883]
[40.53229154],1662555585.487108,[5142.7176169],464,[5142.7176169]
[240.01953363],1662555585.5113919,[16244.04834574],1072,[16244.04834574]
[150.53107069],1662555585.514993,[10465.75509706],896,[10465.75509706]
[210.35282627],1662555585.5266762,[14711.87889147],1200,[14711.87889147]
[64.33890856],1662555585.5312796,[6329.01965572],608,[6329.01965572]
[52.61872787],1662555585.5525167,[5691.12440483],536,[5691.12440483]
[95.10438286],1662555585.5623536,[8304.48052741],816,[8304.48052741]
[38.82309852],1662555585.5692956,[4905.87229886],416,[4905.87229886]
[862.7762178],1662555585.5753684,[67005.24966426],2720,[67005.24966426]
[72.76278843],1662555585.580866,[6708.94884629],656,[6708.94884629]
[222.56134782],1662555585.586417,[15511.29288243],1040,[15511.29288243]
[103.65034794],1662555585.598705,[8715.54144793],768,[8715.54144793]
[103.65034794],1662555585.598705,[8715.54144793],768,[8715.54144793]
[41.38688805],1662555585.6019127,[5144.91515078],464,[5144.91515078]
[58.356733],1662555585.6255245,[5866.92711513],560,[5866.92711513]
[57.50213649],1662555585.645733,[6308.50933952],640,[6308.50933952]
[91.44182639],1662555585.6606467,[8125.3815163],808,[8125.3815163]
[40.53229154],1662555585.6781313,[5115.00427298],464,[5115.00427298]
[62.2634599],1662555585.6820729,[6392.62605298],672,[6392.62605298]
[68.00146502],1662555585.6939542,[6798.31522403],696,[6798.31522403]
[76.66951532],1662555585.6976745,[7351.11707972],768,[7351.11707972]
[174.33768771],1662555585.7074788,[12959.58979368],1072,[12959.58979368]
[81.06458308],1662555585.7247145,[7223.29385911],696,[7223.29385911]
[215.23623489],1662555585.732658,[15036.01513857],1176,[15036.01513857]
[94.616042],1662555585.7419865,[8425.8332316],840,[8425.8332316]
[42.72982542],1662555585.7633193,[5272.00586009],520,[5272.00586009]
[77.52411183],1662555585.768012,[7249.78635087],704,[7249.78635087]
[48.58991576],1662555585.7769217,[5856.54987181],640,[5856.54987181]
[44.56110365],1662555585.7802086,[5144.18263948],464,[5144.18263948]
[58.84507386],1662555585.783859,[6159.44329142],632,[6159.44329142]
[57.38005128],1662555585.79131,[6506.04321817],696,[6506.04321817]
[41.14271762],1662555585.7981892,[5261.38444634],520,[5261.38444634]
[48.46783055],1662555585.803078,[5835.30704432],600,[5835.30704432]
[59.33341472],1662555585.8188822,[6408.86338664],688,[6408.86338664]
[57.50213649],1662555585.8340676,[6033.45134904],584,[6033.45134904]
[69.95482847],1662555585.8427289,[6980.46636552],672,[6980.46636552]
[44.9273593],1662555585.8475142,[5064.09473813],424,[5064.09473813]
[98.88902454],1662555585.8752894,[7957.88060066],752,[7957.88060066]
[39.67769503],1662555585.880841,[5403.36955195],560,[5403.36955195]
